"IOut2","xIOut2","VOut2","xVOut2"
"3","99.99999747378752","4.954505920410156","99.99999747378752"
"2.9991848468780518","150.00301937106997","4.9541449546813965","100.02340422943234"
"2.998976469039917","150.00379062257707","4.956587791442871","100.3508732537739"
"2.9936928749084473","150.02336294855922","4.9577460289001465","100.46218812931329"
"2.9929914474487305","150.02595318946987","4.957146644592285","100.75501631945372"
"2.8969781398773193","150.38155834190547","4.9551615715026855","100.9499974315986"
"2.8968517780303955","150.38202400319278","4.954087257385254","101.02336091222242"
"2.7236826419830322","151.02339966688305","4.954488754272461","101.17579950019717"
"2.7232730388641357","151.0249130660668","4.957696437835693","101.46312706638128"
"2.6214065551757812","151.40220057219267","4.957088470458984","101.75901843467727"
"2.621023178100586","151.40361210796982","4.954064846038818","102.02403063885868"
"2.4535129070281982","152.02403301373124","4.954239845275879","102.13568748440593"
"2.4525187015533447","152.02771464828402","4.956521511077881","102.35237277811393"
"2.183682680130005","153.02340034395456","4.957683086395264","102.46360761811957"
"2.183375358581543","153.02453539334238","4.957098007202148","102.75625390931964"
"2.0866503715515137","153.3827744424343","4.955138683319092","102.94999810867012"
"2.086193084716797","153.38447701651603","4.954071044921875","103.02336158929393"
"1.913692831993103","154.02336430270225","4.955343246459961","103.26713527319953"
"1.9128012657165527","154.0266675874591","4.957709789276123","103.45999908167869"
"1.9123167991638184","154.02845747303218","4.957262992858887","103.73999975854531"
"1.8201595544815063","154.36977264471352","4.956826210021973","103.79999730503187"
"1.819716215133667","154.37141701113433","4.954135894775391","104.02406769571826"
"1.643682599067688","155.02340102102607","4.9543046951293945","104.13218114990741"
"1.6427725553512573","155.02676251344383","4.957542419433594","104.40452751936391"
"1.6422722339630127","155.02862515859306","4.957771301269531","104.46263331687078"
"1.5536316633224487","155.35691636614501","4.95719575881958","104.7552505042404"
"1.5532296895980835","155.35841521341354","4.954991340637207","104.96749746380374"
"1.3736931085586548","156.02336497977376","4.954162120819092","105.02336226636544"
"1.3730989694595337","156.02556231897324","4.955434322357178","105.26712867431343"
"1.372697353363037","156.02704661432654","4.957810401916504","105.46312114456668"
"1.103692889213562","157.0233580423519","4.957228660583496","105.75897613307461"
"1.1030923128128052","157.02558448538184","4.956148624420166","105.87999713607132"
"1.102689504623413","157.02708333265036","4.954227924346924","106.0240319930017"
"0.8336800932884216","158.02340931259096","4.954395771026611","106.13218182697892"
"0.8332473039627075","158.02501002326608","4.95786190032959","106.46263399394229"
"0.8329786658287048","158.0259995535016","4.957286357879639","106.75525845726952"
"0.5634534358978271","159.02424638625234","4.95425271987915","107.02336294343695"
"0.5629951357841492","159.02594896033406","4.956723690032959","107.35179967014119"
"0.5626760721206665","159.02712766546756","4.957900524139404","107.46311454568058"
"0.4820200502872467","159.32584938127548","4.957443714141846","107.74000111268833"
"0.4818674623966217","159.32641690596938","4.95623779296875","107.87999781314284"
"0.30000001192092896","160.000185132958","4.95431661605835","108.02403267007321"
"0.30064988136291504","310.00241870060563","4.954732894897461","108.17562724696472"
"0.30080661177635193","310.00300077721477","4.957950115203857","108.46262739505619"
"0.30120763182640076","310.00448507256806","4.95737361907959","108.75525185838342"
"0.3073941171169281","310.0273897871375","4.954339027404785","109.02335634455085"
"0.3080628216266632","310.02986361272633","4.9545063972473145","109.1324957087636"
"0.3084830641746521","310.03140611574054","4.956809043884277","109.35179307125509"
"0.3087511360645294","310.0324247498065","4.9579854011535645","109.46310794679448"
"0.5712083578109741","311.004463583231","4.95740270614624","109.75895565934479"
